Key,UsedInMainMenu,Source,Context,Changes,English,French,German,Klingon,Spanish,Polish
buffInjuryStunned01Desc,,buffs,Buff,--,You are stunned,Vous subissez un étourdissement.,Du bist gelähmt.,,Estás aturdido.,
buffInjuryStunned01Name,,buffs,Buff,--,Stunned,Étourdissement,Gelähmt,,Aturdido,
buffInternalBleedingDesc,,buffs,Buff,--,You are bleeding internally. Better hope you find an emergency room in time.,Vous souffrez d'une hémorragie interne. Priez pour trouver les urgences à temps.,Du hast innere Blutungen. Hoffentlich findest du rechtzeitig eine Notfallaufnahme.,,Tienes una hemorragia interna. Será mejor que vayas a urgencias cuanto antes.,
buffInternalBleedingName,,buffs,Buff,--,Internal Bleeding,Hémorragie interne,Innere Blutung,,Hemorragia interna,
buffInternalBleedingTooltip,,buffs,Buff,--,You are bleeding internally. Better hope you find an emergency room in time.,Vous souffrez d'une hémorragie interne. Priez pour trouver les urgences à temps.,Du hast innere Blutungen. Hoffentlich findest du rechtzeitig eine Notfallaufnahme.,,Tienes una hemorragia interna. Será mejor que vayas a urgencias cuanto antes.,
buffIsOnFireDesc,,buffs,Buff,--,You are on fire.\n\nStanding in water or being out in the rain has a chance to douse fire.\n\nYou can also use any jar or can of drink to extinguish the fire.,Vous êtes en feu. Jetez-vous dans l'eau pour éteindre les flammes.,"Du stehst in Flammen. Geh schnell ins Wasser, um sie zu löschen.",,Estás ardiendo. Métete en el agua para apagarlo.,
buffIsOnFireName,,buffs,Buff,--,Burning,En feu,Brennen,,En llamas,
buffIsOnFireTooltip,,buffs,Buff,--,You are on fire. Get into water or use a drink item to douse it.,Vous êtes en feu. Jetez-vous dans l'eau pour éteindre les flammes.,"Du stehst in Flammen. Geh schnell ins Wasser, um sie zu löschen.",,Estás ardiendo. Métete en el agua para apagarlo.,
buffLegBrokenDesc,,buffs,Buff,--,Your broken leg is slowing you down. You should craft and apply a splint.,Votre jambe cassée vous ralentit. Vous devriez fabriquer une attelle et la poser.,Dein gebrochenes Bein macht dich langsamer. Du solltest eine Schiene fertigen und verwenden.,,Tu pierna fracturada te está ralentizando. Deberías fabricar y colocarte una tablilla.,
buffLegBrokenName,,buffs,Buff,--,Broken Leg,Jambe cassée,Gebrochenes Bein,,Pierna fracturada,
buffLegBrokenTooltip,,buffs,Buff,--,Your leg is broken. A splint could speed up healing.,Votre jambe est cassée. Une attelle pourrait accélérer la guérison.,Dein Bein ist gebrochen. Mit einer Schiene könnte es schneller heilen.,,Tu pierna está fracturada. Una tablilla puede hacer que se cure más pronto.,
buffLegCastDesc,,buffs,Buff,newKey,Your leg is in a cast and will now heal faster. Avoid jumping from heights as this does not protect against reinjuring your leg.,,,,,
buffLegCastName,,buffs,Buff,newKey,Plaster Cast (Leg),,,,,
buffLegSplintedDesc,,buffs,Buff,--,Your leg is splinted. Give it time to heal. Avoid jumping from heights as splints do not protect against reinjuring your leg.,Votre jambe porte une attelle. Laissez-lui le temps de guérir. Évitez de sauter de haut car les attelles ne vous protègent pas contre de nouvelles blessures à la jambe.,"Dein Bein ist geschient. Gib ihm Zeit zum Heilen. Vermeide es, von Höhen herabzuspringen, denn Schienen schützen dein Bein nicht vor einer neuen Verletzung.",,Tu pierna está entablillada. Dale tiempo para que se cure. Evita saltar desde sitios altos ya que usar una tablilla no quiere decir que no te puedas volver a lastimar la pierna.,
buffLegSplintedName,,buffs,Buff,--,Splinted Leg,Jambe sous attelle,Geschientes Bein,,Pierna entablillada,
buffLegSplintedTooltip,,buffs,Buff,--,Your leg is splinted. Give it time to heal.,Votre jambe porte une attelle. Laissez-lui le temps de guérir.,Dein Bein ist geschient. Gib ihm Zeit zum Heilen.,,Tu pierna está entablillada. Dale tiempo para que se cure.,
buffLegSprainedDesc,,buffs,Buff,--,Your leg is sprained and slowing you down. This will take some time to heal.,Vous souffrez d'une entorse à la jambe qui vous ralentit. Vous devriez fabriquer une attelle et la poser pour la soigner.,"Dein Bein ist verstaucht und macht dich langsamer. Du solltest eine Schiene fertigen und verwenden, damit es heilen kann.",,Tu esguince te está ralentizando. Deberías fabricar una tablilla y colocártela para que se cure.,
buffLegSprainedName,,buffs,Buff,--,Sprained Leg,Entorse à la jambe,Verstauchtes Bein,,Esguince,
buffLegSprainedTooltip,,buffs,Buff,--,Your leg is sprained.,Vous souffrez d'une entorse à la jambe. Il vous faut une attelle pour la soigner plus vite.,"Dein Bein ist verstaucht. Du brauchst eine Schiene, damit es schneller heilt.",,Tienes un esguince. Necesitas una tablilla para que se cure más rápido.,
buffMegaCrushDesc,,buffs,Buff,newKey,You will run faster and get less exhausted from it.\n\nIt's got electrolytes!,,,,,
buffMegaCrushName,,buffs,Buff,newKey,Mega Crush!,,,,,
buffMegaCrushTooltip,,buffs,Buff,newKey,You feel like crushing your enemies!,,,,,
buffNearDeathTraumaDesc,,buffs,Buff,newKey,Your minor setback has created some experience debt. Gain experience to work off the debt.\n\nTry not to almost-die for a while.\nThat would be great.,,,,,
buffNearDeathTraumaName,,buffs,Buff,newKey,Near Death Trauma,,,,,
buffNewbieCoatDesc,,buffs,Buff,newKey,You are temporarily protected from heat and cold.\n\nThere is no XP penalty on death.\n\nThis protection will decrease and disappear at level 6 so think ahead.,,,,,
buffNewbieCoatName,,buffs,Buff,newKey,Elemental Protection,,,,,
buffPerkCharismaticNatureDesc,,buffs,Buff,newKey,You are being inspired!,,,,,
buffPerkGunslingerBonusDesc,,buffs,Buff,newKey,,,,,,
buffPerkGunslingerBonusName,,buffs,Buff,newKey,Gunslinger Bonus,,,,,
buffPerkGunslingerDesc,,buffs,Buff,newKey,,,,,,
buffPerkGunslingerName,,buffs,Buff,newKey,Gunslinger,,,,,
buffPerkPummelPeteBonusDesc,,buffs,Buff,newKey,Multiple hits in a short time will grant you bonus damage.,,,,,
buffPerkPummelPeteBonusName,,buffs,Buff,newKey,Pummel Pete Bonus,,,,,
buffPerkPummelPeteDesc,,buffs,Buff,newKey,The next hit with a club will do 100% bonus damage.damage.,,,,,
buffPerkPummelPeteName,,buffs,Buff,newKey,Pummel Pete,,,,,
buffPuking01Name,,buffs,Buff,newKey,Stuffed,,,,,
buffRadiation03Desc,,buffs,Buff,--,You have entered a Deadly Radiation zone!,Vous pénétrez dans une zone de radiations mortelles !,Du hast eine Zone mit tödlicher Strahlung betreten!,,¡Has entrado en una zona de Radiación letal!,
buffRadiation03Name,,buffs,Buff,--,Deadly Radiation,Radiations mortelles,Tödliche Strahlung,,Radiación letal,
buffRadiation03Tooltip,,buffs,Buff,--,You have entered a Deadly Radiation zone!,Vous pénétrez dans une zone de radiations mortelles !,Du hast eine Zone mit tödlicher Strahlung betreten!,,¡Has entrado en una zona de Radiación letal!,
buffRedTea,,buffs,Buff,newKey,Efficient Digestion,,,,,
buffRedTeaDesc,,buffs,Buff,newKey,Exertion will not make you hungry and thirsty as quickly.\n\nFood cost of regenerating stamina -15%\nWater cost of regenerating stamina -20%,,,,,
buffRingOfFireDesc,,buffs,Buff,newKey,Make everything around you fall into a burning ring of fire.,,,,,
buffRingOfFireEffectDesc,,buffs,Buff,newKey,You fell into a burning ring of fire,,,,,
buffRingOfFireEffectNameShort,,buffs,Buff,newKey,RoF,,,,,
buffRingOfFireName,,buffs,Buff,newKey,Ring of Fire,,,,,
buffShockedDesc,,buffs,Buff,newKey,This is quite shocking indeed.,,,,,
buffShockedName,,buffs,Buff,newKey,Shocked,,,,,
buffShockedTooltip,,buffs,Buff,newKey,You are shocked.,,,,,
buffStatusHungry01Desc,,buffs,Buff,--,You are hungry.\nYour maximum stamina is reduced.,Vous avez faim.,Du bist hungrig.,,Tienes hambre.,
buffStatusHungry01Name,,buffs,Buff,--,Hungry,Faim,Hungrig,,Hambriento,
buffStatusHungry01Tooltip,,buffs,Buff,--,You are hungry. Your maximum stamina is reduced.,Vous avez faim.,Du bist hungrig.,,Tienes hambre.,
buffStatusHungry02Desc,,buffs,Buff,--,You are starving. You need to find something to eat soon.\nYour maximum stamina is reduced.\n\nStarvation will kill you eventually.,Vous mourrez de faim.,Du bist am Verhungern! Finde etwas zu essen!,,Te estás muriendo de hambre.,
buffStatusHungry02Name,,buffs,Buff,--,Starving,Famine,Verhungern,,Famélico,
buffStatusHungry02Tooltip,,buffs,Buff,--,You are starving. You need to find something to eat soon.,Vous mourrez de faim.,Du bist am Verhungern! Finde etwas zu essen!,,Te estás muriendo de hambre.,
buffStatusThirsty01Desc,,buffs,Buff,--,You are thirsty.\nHealth and stamina are recovering slower.,Vous avez soif. Buvez.,Du bist durstig. Trinke Flüssigkeit.,,Tienes sed. Bebe líquidos.,
buffStatusThirsty01Name,,buffs,Buff,--,Thirsty,Soif,Durstig,,Sediento,
buffStatusThirsty01Tooltip,,buffs,Buff,--,You are thirsty. Drink water to increase your health and stamina recovery.,Vous avez soif. Buvez.,Du bist durstig. Trinke Flüssigkeit.,,Tienes sed. Bebe líquidos.,
buffStatusThirsty02Desc,,buffs,Buff,--,You are dehydrated. Find something to drink!\nHealth and stamina are recovering slower.\n\nDehydration will kill you eventually.,Vous avez très soif et devriez boire beaucoup.,Du verdurstest! Finde etwas zu trinken!,,Tienes mucha sed y deberías beber bastante líquidos.,
buffStatusThirsty02Name,,buffs,Buff,--,Dehydrated,Déshydratation,Dehydriert,,Deshidratado,
buffStatusThirsty02Tooltip,,buffs,Buff,--,You are dehydrated. Find something to drink!,Vous avez très soif et devriez boire beaucoup.,Du verdurstest! Finde etwas zu trinken!,,Tienes mucha sed y deberías beber bastante líquidos.,
buffStatusWoundedName,,buffs,Buff,newKey,Low Health,,,,,
buffStatusWoundedTooltip,,buffs,Buff,newKey,Your maximum health is low. Apply first aid to restore it.,,,,,
buffTazasWrathDesc,,buffs,Buff,newKey,The Killer of Monsters is strengthening your blows.,,,,,
buffTazasWrathName,,buffs,Buff,newKey,Taza's Wrath,,,,,
buffTazasWrathTooltip,,buffs,Buff,newKey,The Killer of Monsters is strengthening your blows,,,,,
buffUrbanCombatAdrenalineRushDesc,,buffs,Buff,newKey,Use the adrenaline rush of combat to energize your body. Armor doesn't slow you down when in combat.,,,,,
buffUrbanCombatAdrenalineRushName,,buffs,Buff,newKey,Adrenaline Rush,,,,,
buffWaterStaminaRegenDesc,,buffs,Buff,newKey,Your stamina is regenerating slightly faster after drinking.\n\nStamina Regeneration +15%,,,,,
buffWaterStaminaRegenName,,buffs,Buff,newKey,Drink,,,,,
animalBear,,entityclasses,Entity,--,Bear,Ours,Bär,,Oso,
animalBoar,,entityclasses,Entity,newKey,Boar,,,,,
animalChicken,,entityclasses,Entity,--,Chicken,Poulet,Huhn,,Pollo,
animalDeer,,entityclasses,Entity,newKey,Deer,,,,,
animalDoe,,entityclasses,Entity,--,Doe,,Reh,,,
animalPig,,entityclasses,Entity,--,Pig,Porc,Schwein,,Cerdo,
animalRabbit,,entityclasses,Entity,--,Rabbit,Lapin,Hase,,Conejo,
animalStag,,entityclasses,Entity,--,Stag,Cerf,Hirsch,,Ciervo,
animalZombieDog,,entityclasses,Entity,--,Zombie Dog,Chien enragé,Zombie-Hund,,Perro zombi,
animalZombieVulture,,entityclasses,Entity,newKey,Zombie Vulture,,,,,
npcBanditMelee,,entityclasses,Entity,newKey,Melee Bandit,,,,,
npcBanditRanged,,entityclasses,Entity,newKey,Ranged Bandit,,,,,
npcSurvivorRanged,,entityclasses,Entity,newKey,Survivor,,,,,
npcTraderBob,,entityclasses,Entity,newKey,Trader Bob,,,,,
npcTraderHugh,,entityclasses,Entity,newKey,Trader Hugh,,,,,
npcTraderJen,,entityclasses,Entity,newKey,Trader Jen,,,,,
npcTraderJimmy,,entityclasses,Entity,newKey,Trader Jimmy,,,,,
npcTraderJoel,,entityclasses,Entity,newKey,Trader Joel,,,,,
npcTraderRekt,,entityclasses,Entity,newKey,Trader Rekt,,,,,
npcTraderTest,,entityclasses,Entity,newKey,Trader Test,,,,,
sc_General,,entityclasses,Entity,--,Supply Crate,Caisse de provisions,Vorratskiste,,Caja de suministros,
Trader,,entityclasses,Entity,newKey,Trader,,,,,
zombieArlene,,entityclasses,Entity,--,Putrid Girl,Fille putride,Verfaultes Mädchen,,Niña putrefacta,
zombieArleneFeral,,entityclasses,Entity,newKey,Feral Putrid Girl,,,,,
zombieBehemoth,,entityclasses,Entity,newKey,Zombie Behemoth,,,,,
zombieBiker,,entityclasses,Entity,--,Zombie Biker,,Zombie Biker,,,
zombieBoe,,entityclasses,Entity,--,Infected Survivor,Survivant infecté,Infizierter Überlebender,,Sobreviviente infectado,
zombieBoeFeral,,entityclasses,Entity,newKey,Feral Infected Survivor,,,,,
zombieBurnt,,entityclasses,Entity,--,Burn Victim,Calciné,Brandopfer,,Víctima quemada,
zombieBusinessMan,,entityclasses,Entity,newKey,Zombie Businessman,,,,,
zombieBusinessManFeral,,entityclasses,Entity,newKey,Feral Zombie Businessman,,,,,
zombieCheerleader,,entityclasses,Entity,newKey,Cheerleader Zombie,,,,,
zombieCheerleaderFeral,,entityclasses,Entity,newKey,Feral Cheerleader Zombie,,,,,
zombieDarlene,,entityclasses,Entity,--,Decayed Mother,Mère décomposée,Verweste Mutter,,Madre podrida,
zombieDarleneFeral,,entityclasses,Entity,newKey,Feral Mother,,,,,
zombieFarmer,,entityclasses,Entity,newKey,Zombie Farmer,,,,,
zombieFarmerFeral,,entityclasses,Entity,newKey,Feral Zombie Farmer,,,,,
zombieFatCop,,entityclasses,Entity,--,Infected Policeman,Policier infecté,Infizierter Polizist,,Policía infectado,
zombieFatCopFeral,,entityclasses,Entity,newKey,Feral Policeman,,,,,
zombieFatCopRadiated,,entityclasses,Entity,newKey,Radiated Policeman,,,,,
zombieFatHawaiian,,entityclasses,Entity,--,Disturbed Tourist,,Gestörter Tourist,,,
zombieFatHawaiianFeral,,entityclasses,Entity,newKey,Feral Tourist,,,,,
zombieFemaleFat,,entityclasses,Entity,newKey,Hungry Zombie,,,,,
zombieFemaleFatFeral,,entityclasses,Entity,newKey,Feral Hungry Zombie,,,,,
zombieFootballPlayer,,entityclasses,Entity,newKey,Team Z Player,,,,,
zombieJoe,,entityclasses,Entity,--,Festering Cadaver,Cadavre purulent,Eitrige Leiche,,Cadáver descompuesto,
zombieJoeFeral,,entityclasses,Entity,newKey,Feral Cadaver,,,,,
zombieMaleHazmat,,entityclasses,Entity,newKey,Hazardous Worker,,,,,
zombieMarlene,,entityclasses,Entity,--,Departed Woman,Défunte,Verstorbene Frau,,Mujer difunta,
zombieMarleneFeral,,entityclasses,Entity,newKey,Feral Woman,,,,,
zombieMoe,,entityclasses,Entity,--,Bloated Walker,Rôdeur obèse,Aufgedunsener Streuner,,Caminante hinchado,
zombieMoeFeral,,entityclasses,Entity,newKey,Feral Bloated Walker,,,,,
zombieNurse,,entityclasses,Entity,--,Plagued Nurse,Infirmière pestiférée,Verseuchte Krankenschwester,,Enfermera infestada,
zombieNurseFeral,,entityclasses,Entity,newKey,Feral Nurse,,,,,
zombieOldTimer,,entityclasses,Entity,--,Zombie Cowboy,,Zombie Cowboy,,,
zombieOldTimerFeral,,entityclasses,Entity,newKey,Feral Zombie Cowboy,,,,,
zombieScreamer,,entityclasses,Entity,--,Screamer Zombie,Zombie hurleur,Schreier-Zombie,,Zombi gritón,
zombieScreamerFeral,,entityclasses,Entity,newKey,Feral Screamer,,,,,
zombieSkateboarder,,entityclasses,Entity,newKey,Skater Punk Zombie,,,,,
zombieSkateboarderFeral,,entityclasses,Entity,newKey,Feral Skater Zombie,,,,,
zombieSnow,,entityclasses,Entity,--,Frozen Lumberjack,Bûcheron gelé,Erfrorener Holzfäller,,Leñador congelado,
zombieSnowFeral,,entityclasses,Entity,newKey,Feral Frozen Lumberjack,,,,,
zombieSoldier,,entityclasses,Entity,newKey,Fallen Soldier,,,,,
zombieSoldierFeral,,entityclasses,Entity,newKey,Feral Soldier,,,,,
zombieSpider,,entityclasses,Entity,--,Spider Zombie,Zombie araignée,Spinnen-Zombie,,Araña zombi,
zombieSpiderFeral,,entityclasses,Entity,newKey,Feral Spider Zombie,,,,,
zombieSteve,,entityclasses,Entity,--,Reanimated Corpse,Corps réanimé,Wiederbelebte Leiche,,Cadáver reanimado,
zombieSteveCrawler,,entityclasses,Entity,--,Crawler,Rampeur,Kriecher,,Oruga,
zombieSteveCrawlerFeral,,entityclasses,Entity,newKey,Feral Crawler,,,,,
zombieSteveFeral,,entityclasses,Entity,newKey,Feral Corpse,,,,,
zombieStripper,,entityclasses,Entity,--,Zombie Stripper,,Untote Stripperin,,,
zombieStripperFeral,,entityclasses,Entity,newKey,Feral Stripper,,,,,
zombieUtilityWorker,,entityclasses,Entity,newKey,Utility Worker Zombie,,,,,
zombieUtilityWorkerFeral,,entityclasses,Entity,newKey,Feral Utility Worker,,,,,
zombieWightFeral,,entityclasses,Entity,--,Feral Wight,Rôdeur féroce,Wilder Streuner,,Caminante salvaje,
zombieYo,,entityclasses,Entity,--,Rotting Carcass,Carcasse pourrie,Verrottender Kadaver,,Cuerpo podrido,
zombieYoFeral,,entityclasses,Entity,newKey,Feral Carcass,,,,,
DroppedLootContainer,,entityclasses,Entity Info,newKey,Dropped Loot,,,,,
EntityLootContainerBandit,,entityclasses,Entity Info,newKey,Dropped Loot,,,,,
EntityLootContainerBoss,,entityclasses,Entity Info,newKey,Dropped Loot,,,,,
EntityLootContainerRegular,,entityclasses,Entity Info,newKey,Dropped Loot,,,,,
EntityLootContainerStrong,,entityclasses,Entity Info,newKey,Dropped Loot,,,,,
EvisceratedRemains,,entityclasses,Entity Info,newKey,Eviscerated Remains,,,,,
Backpack,,entityclasses,Entity Info,newKey,Backpack,,,,,
playersBackpack,,entityclasses,Entity Info,--,{0}'s backpack,Sac à dos de {0},Rucksack von {0},,La mochila de {0},
modArmorAdvancedMuffledConnectors,,item_modifiers,mod,newKey,Advanced Muffled Connectors Mod,,,,,
modArmorAdvancedMuffledConnectorsDesc,,item_modifiers,mod,newKey,Greatly reduced noise from armor.,,,,,
